W H S V
0.00118210071139 155 207 255
0.00167748075871 154 201 255
0.00215392793018 156 214 255
0.00250250722566 155 206 255
0.00263081351481 155 201 255
0.00250250722566 156 208 255
0.00215392793018 156 210 255
0.00167748075871 156 212 255
0.00118210071139 156 212 255
0.000753740691637 156 214 255
0.000434870549116 153 202 239
0.000434870549116 70 130 235
0.000753740691637 70 131 234
0.00118210071139 62 73 227
0.00167748075871 62 73 228
0.00215392793018 40 58 211
0.00250250722566 40 56 218
0.00263081351481 18 64 227
0.00250250722566 18 63 231
0.00215392793018 19 73 230
0.00167748075871 19 73 229
0.00118210071139 35 59 209
0.000753740691637 35 60 204
0.000434870549116 63 83 222
0.000753740691637 52 63 212
0.00130642332847 52 61 218
0.00204887962545 17 68 218
0.00290749858744 17 63 236
0.00373330208526 4 78 255
0.00433747820111 4 73 255
0.00455986546398 2 87 255
0.00433747820111 2 88 255
0.00373330208526 4 87 255
0.00290749858744 4 80 255
0.00204887962545 19 71 232
0.00130642332847 19 75 222
0.000753740691637 40 63 207
0.00118210071139 52 61 216
0.00204887962545 52 59 225
0.00321328288319 17 65 227
0.00455986546398 17 62 240
0.00585498315243 4 74 255
0.00680251991709 4 77 255
0.00715129257136 2 99 255
0.00680251991709 2 93 255
0.00585498315243 4 84 255
0.00455986546398 4 84 255
0.00321328288319 19 70 236
0.00204887962545 19 71 232
0.00118210071139 40 61 212
0.00167748075871 16 63 225
0.00290749858744 16 61 235
0.00455986546398 5 78 255
0.00647075710589 5 75 255
0.00830861658918 1 80 255
0.00965323526301 1 91 255
0.0101481672185 0 100 255
0.00965323526301 0 96 255
0.00830861658918 1 86 255
0.00647075710589 1 90 255
0.00455986546398 7 83 255
0.00290749858744 7 89 255
0.00167748075871 11 83 245
0.00215392793018 16 63 227
0.00373330208526 16 59 241
0.00585498315243 5 69 255
0.00830861658918 5 75 255
0.010668474878 1 81 255
0.012394999431 1 94 255
0.0130305046414 0 98 255
0.012394999431 0 98 255
0.010668474878 1 92 255
0.00830861658918 1 83 255
0.00585498315243 7 83 255
0.00373330208526 7 88 255
0.00215392793018 11 82 250
0.00250250722566 6 69 255
0.00433747820111 5 78 255
0.00680251991709 0 102 255
0.00965323526301 0 74 255
0.012394999431 178 85 255
0.0144009347775 178 97 255
0.0151392864924 179 97 255
0.0144009347775 179 100 255
0.012394999431 0 101 255
0.00965323526301 0 94 255
0.00680251991709 2 86 255
0.00433747820111 2 87 255
0.00250250722566 9 76 255
0.00263081351481 5 76 255
0.00455986546398 4 88 255
0.00715129257136 0 93 255
0.0101481672185 0 75 255
0.0130305046414 178 89 255
0.0151392864924 178 96 255
0.0159154943092 179 93 255
0.0151392864924 179 99 255
0.0130305046414 0 98 255
0.0101481672185 0 91 255
0.00715129257136 2 86 255
0.00455986546398 2 87 255
0.00263081351481 9 83 255
0.00250250722566 178 84 255
0.00433747820111 178 92 255
0.00680251991709 177 87 255
0.00965323526301 177 87 255
0.012394999431 179 93 255
0.0144009347775 179 89 255
0.0151392864924 179 87 255
0.0144009347775 179 91 255
0.012394999431 177 95 255
0.00965323526301 177 88 255
0.00680251991709 3 82 255
0.00433747820111 3 84 255
0.00250250722566 10 72 245
0.00215392793018 178 82 255
0.00373330208526 178 83 255
0.00585498315243 177 82 255
0.00830861658918 177 89 255
0.010668474878 179 96 255
0.012394999431 179 84 255
0.0130305046414 179 80 255
0.012394999431 179 86 255
0.010668474878 177 92 255
0.00830861658918 177 87 255
0.00585498315243 3 82 255
0.00373330208526 3 84 255
0.00215392793018 10 73 242
0.00167748075871 0 72 255
0.00290749858744 0 66 255
0.00455986546398 178 66 255
0.00647075710589 179 88 255
0.00830861658918 178 102 255
0.00965323526301 178 90 255
0.0101481672185 179 82 255
0.00965323526301 179 87 255
0.00830861658918 0 83 255
0.00647075710589 0 76 255
0.00455986546398 7 76 255
0.00290749858744 7 81 255
0.00167748075871 40 51 216
0.00118210071139 0 72 255
0.00204887962545 0 67 255
0.00321328288319 178 70 255
0.00455986546398 178 74 255
0.00585498315243 178 88 255
0.00680251991709 178 96 255
0.00715129257136 179 85 255
0.00680251991709 179 78 255
0.00585498315243 0 77 255
0.00455986546398 0 82 255
0.00321328288319 7 76 255
0.00204887962545 7 79 255
0.00118210071139 40 51 214
0.000753740691637 11 63 239
0.00130642332847 11 63 240
0.00204887962545 5 71 255
0.00290749858744 6 57 255
0.00373330208526 0 65 255
0.00433747820111 0 88 255
0.00455986546398 2 77 255
0.00433747820111 2 71 255
0.00373330208526 7 73 255
0.00290749858744 6 79 255
0.00204887962545 29 46 220
0.00130642332847 29 48 211
0.000753740691637 64 76 227
0.000434870549116 11 63 237
0.000753740691637 11 64 234
0.00118210071139 4 78 255
0.00167748075871 5 66 255
0.00215392793018 0 70 255
0.00250250722566 0 88 255
0.00263081351481 2 76 255
0.00250250722566 2 84 255
0.00215392793018 6 84 255
0.00167748075871 6 79 255
0.00118210071139 29 49 210
0.000753740691637 29 50 205
0.000434870549116 64 77 224
0.000434870549116 169 180 217
0.000753740691637 170 177 232
0.00118210071139 170 172 239
0.00167748075871 168 205 255
0.00215392793018 168 205 255
0.00250250722566 169 204 255
0.00263081351481 169 203 255
0.00250250722566 169 203 255
0.00215392793018 169 203 255
0.00167748075871 169 206 255
0.00118210071139 170 209 255
0.000753740691637 171 202 255
0.000434870549116 171 203 255
0.000753740691637 170 186 232
0.00130642332847 170 186 248
0.00204887962545 170 182 254
0.00290749858744 167 212 255
0.00373330208526 167 211 255
0.00433747820111 168 208 255
0.00455986546398 168 208 255
0.00433747820111 168 209 255
0.00373330208526 168 210 255
0.00290749858744 168 213 255
0.00204887962545 168 214 255
0.00130642332847 169 202 255
0.000753740691637 170 205 255
0.00118210071139 170 185 233
0.00204887962545 170 185 250
0.00321328288319 170 181 255
0.00455986546398 167 210 255
0.00585498315243 167 208 255
0.00680251991709 168 205 255
0.00715129257136 168 205 255
0.00680251991709 168 207 255
0.00585498315243 168 207 255
0.00455986546398 168 211 255
0.00321328288319 168 211 255
0.00204887962545 169 200 255
0.00118210071139 169 201 255
0.00167748075871 169 201 255
0.00290749858744 168 203 255
0.00455986546398 168 198 255
0.00647075710589 168 207 255
0.00830861658918 167 205 255
0.00965323526301 168 209 255
0.0101481672185 168 210 255
0.00965323526301 168 208 255
0.00830861658918 168 211 255
0.00647075710589 168 210 255
0.00455986546398 168 210 255
0.00290749858744 169 208 255
0.00167748075871 169 210 255
0.00215392793018 169 200 255
0.00373330208526 168 202 255
0.00585498315243 168 196 255
0.00830861658918 168 207 255
0.010668474878 167 203 255
0.012394999431 168 210 255
0.0130305046414 168 213 255
0.012394999431 168 204 255
0.010668474878 168 209 255
0.00830861658918 168 210 255
0.00585498315243 168 211 255
0.00373330208526 169 208 255
0.00215392793018 169 210 255
0.00250250722566 169 198 255
0.00433747820111 168 202 255
0.00680251991709 168 196 255
0.00965323526301 168 210 255
0.012394999431 168 207 255
0.0144009347775 169 216 255
0.0151392864924 169 215 255
0.0144009347775 168 203 255
0.012394999431 168 206 255
0.00965323526301 169 210 255
0.00680251991709 169 213 255
0.00433747820111 169 209 255
0.00250250722566 169 211 255
0.00263081351481 169 198 255
0.00455986546398 168 203 255
0.00715129257136 168 199 255
0.0101481672185 168 210 255
0.0130305046414 168 209 255
0.0151392864924 169 215 255
0.0159154943092 168 206 255
0.0151392864924 168 200 255
0.0130305046414 168 203 255
0.0101481672185 168 203 255
0.00715129257136 168 206 255
0.00455986546398 169 209 255
0.00263081351481 169 213 255
0.00250250722566 169 198 255
0.00433747820111 168 204 255
0.00680251991709 168 201 255
0.00965323526301 168 211 255
0.012394999431 168 209 255
0.0144009347775 169 212 255
0.0151392864924 168 204 255
0.0144009347775 168 203 255
0.012394999431 168 204 255
0.00965323526301 168 203 255
0.00680251991709 169 209 255
0.00433747820111 169 208 255
0.00250250722566 169 213 255
0.00215392793018 169 197 255
0.00373330208526 168 204 255
0.00585498315243 168 204 255
0.00830861658918 168 212 255
0.010668474878 168 205 255
0.012394999431 168 208 255
0.0130305046414 168 205 255
0.012394999431 168 203 255
0.010668474878 168 205 255
0.00830861658918 168 205 255
0.00585498315243 169 209 255
0.00373330208526 169 209 255
0.00215392793018 169 214 255
0.00167748075871 170 198 255
0.00290749858744 169 203 255
0.00455986546398 169 202 255
0.00647075710589 168 208 255
0.00830861658918 168 207 255
0.00965323526301 168 211 255
0.0101481672185 168 205 255
0.00965323526301 167 199 255
0.00830861658918 168 207 255
0.00647075710589 168 208 255
0.00455986546398 168 209 255
0.00290749858744 169 207 255
0.00167748075871 169 211 255
0.00118210071139 169 197 255
0.00204887962545 169 202 255
0.00321328288319 168 197 255
0.00455986546398 168 209 255
0.00585498315243 168 210 255
0.00680251991709 168 210 255
0.00715129257136 168 210 255
0.00680251991709 168 208 255
0.00585498315243 168 211 255
0.00455986546398 168 209 255
0.00321328288319 168 212 255
0.00204887962545 169 207 255
0.00118210071139 169 214 255
0.000753740691637 171 196 255
0.00130642332847 169 202 255
0.00204887962545 169 196 255
0.00290749858744 168 207 255
0.00373330208526 168 208 255
0.00433747820111 168 209 255
0.00455986546398 168 215 255
0.00433747820111 168 209 255
0.00373330208526 167 206 255
0.00290749858744 168 203 255
0.00204887962545 169 213 255
0.00130642332847 170 200 253
0.000753740691637 170 199 254
0.000434870549116 171 196 255
0.000753740691637 169 201 255
0.00118210071139 169 195 255
0.00167748075871 168 204 255
0.00215392793018 168 204 255
0.00250250722566 168 209 255
0.00263081351481 168 216 255
0.00250250722566 167 208 255
0.00215392793018 167 205 255
0.00167748075871 168 207 255
0.00118210071139 169 218 255
0.000753740691637 170 200 252
0.000434870549116 170 203 249
0.000434870549116 79 119 236
0.000753740691637 78 97 228
0.00118210071139 78 97 229
0.00167748075871 74 58 218
0.00215392793018 74 58 219
0.00250250722566 70 35 214
0.00263081351481 70 34 215
0.00250250722566 68 27 214
0.00215392793018 68 28 213
0.00167748075871 74 57 222
0.00118210071139 74 58 219
0.000753740691637 77 89 231
0.000434870549116 77 91 226
0.000753740691637 77 79 229
0.00130642332847 22 13 208
0.00204887962545 22 13 211
0.00290749858744 175 55 252
0.00373330208526 175 53 255
0.00433747820111 172 61 255
0.00455986546398 172 59 255
0.00433747820111 173 60 255
0.00373330208526 173 64 255
0.00290749858744 0 37 236
0.00204887962545 0 38 231
0.00130642332847 60 17 211
0.000753740691637 60 17 211
0.00118210071139 77 77 235
0.00204887962545 22 13 218
0.00321328288319 22 13 220
0.00455986546398 175 54 255
0.00585498315243 175 53 255
0.00680251991709 172 60 255
0.00715129257136 172 60 255
0.00680251991709 173 60 255
0.00585498315243 173 60 255
0.00455986546398 0 36 243
0.00321328288319 0 36 239
0.00204887962545 60 16 218
0.00118210071139 60 17 213
0.00167748075871 20 7 212
0.00290749858744 173 62 255
0.00455986546398 173 59 255
0.00647075710589 169 73 255
0.00830861658918 169 73 255
0.00965323526301 168 83 255
0.0101481672185 168 81 255
0.00965323526301 169 80 255
0.00830861658918 168 78 255
0.00647075710589 171 66 255
0.00455986546398 171 66 255
0.00290749858744 176 43 249
0.00167748075871 176 45 240
0.00215392793018 20 7 217
0.00373330208526 173 60 255
0.00585498315243 173 59 255
0.00830861658918 169 75 255
0.010668474878 169 75 255
0.012394999431 168 85 255
0.0130305046414 168 85 255
0.012394999431 169 83 255
0.010668474878 168 77 255
0.00830861658918 171 66 255
0.00585498315243 171 65 255
0.00373330208526 176 43 250
0.00215392793018 176 44 242
0.00250250722566 177 20 238
0.00433747820111 166 62 255
0.00680251991709 168 75 255
0.00965323526301 168 87 255
0.012394999431 168 87 255
0.0144009347775 168 92 255
0.0151392864924 169 100 255
0.0144009347775 168 90 255
0.012394999431 167 82 255
0.00965323526301 167 77 255
0.00680251991709 167 77 255
0.00433747820111 172 60 255
0.00250250722566 172 67 255
0.00263081351481 177 21 233
0.00455986546398 168 72 255
0.00715129257136 169 79 255
0.0101481672185 168 89 255
0.0130305046414 168 91 255
0.0151392864924 168 92 255
0.0159154943092 169 101 255
0.0151392864924 168 91 255
0.0130305046414 167 84 255
0.0101481672185 167 77 255
0.00715129257136 167 77 255
0.00455986546398 172 60 255
0.00263081351481 172 67 255
0.00250250722566 172 40 251
0.00433747820111 168 81 255
0.00680251991709 168 82 255
0.00965323526301 167 83 255
0.012394999431 168 90 255
0.0144009347775 166 84 255
0.0151392864924 166 79 255
0.0144009347775 169 92 255
0.012394999431 168 91 255
0.00965323526301 167 78 255
0.00680251991709 167 79 255
0.00433747820111 170 63 255
0.00250250722566 171 67 255
0.00215392793018 172 39 253
0.00373330208526 167 77 255
0.00585498315243 168 81 255
0.00830861658918 166 80 255
0.010668474878 167 86 255
0.012394999431 166 84 255
0.0130305046414 166 82 255
0.012394999431 169 92 255
0.010668474878 168 88 255
0.00830861658918 166 77 255
0.00585498315243 166 74 255
0.00373330208526 169 56 255
0.00215392793018 170 61 255
0.00167748075871 0 6 231
0.00290749858744 168 65 255
0.00455986546398 170 74 255
0.00647075710589 168 77 255
0.00830861658918 168 77 255
0.00965323526301 168 86 255
0.0101481672185 169 91 255
0.00965323526301 168 84 255
0.00830861658918 168 82 255
0.00647075710589 168 79 255
0.00455986546398 166 68 255
0.00290749858744 170 46 255
0.00167748075871 172 57 255
0.00118210071139 0 6 227
0.00204887962545 167 59 255
0.00321328288319 169 67 255
0.00455986546398 167 74 255
0.00585498315243 167 74 255
0.00680251991709 167 80 255
0.00715129257136 167 79 255
0.00680251991709 167 79 255
0.00585498315243 167 79 255
0.00455986546398 167 73 255
0.00321328288319 167 72 255
0.00204887962545 172 59 254
0.00118210071139 172 61 246
0.000753740691637 80 36 225
0.00130642332847 173 49 255
0.00204887962545 173 50 254
0.00290749858744 169 63 255
0.00373330208526 169 64 255
0.00433747820111 170 66 255
0.00455986546398 169 61 255
0.00433747820111 170 57 255
0.00373330208526 170 55 255
0.00290749858744 172 47 255
0.00204887962545 173 54 255
0.00130642332847 36 6 207
0.000753740691637 36 6 202
0.000434870549116 80 37 219
0.000753740691637 173 52 245
0.00118210071139 173 51 248
0.00167748075871 170 66 255
0.00215392793018 170 66 255
0.00250250722566 169 64 255
0.00263081351481 170 67 255
0.00250250722566 171 64 255
0.00215392793018 171 64 255
0.00167748075871 173 59 255
0.00118210071139 173 60 250
0.000753740691637 36 6 202
0.000434870549116 36 6 200
0.000434870549116 128 90 230
0.000753740691637 155 124 238
0.00118210071139 155 122 242
0.00167748075871 158 133 255
0.00215392793018 158 132 255
0.00250250722566 158 132 255
0.00263081351481 158 134 255
0.00250250722566 157 129 253
0.00215392793018 157 134 243
0.00167748075871 146 97 211
0.00118210071139 146 97 210
0.000753740691637 128 81 212
0.000434870549116 128 81 210
0.000753740691637 128 89 232
0.00130642332847 155 120 246
0.00204887962545 155 117 252
0.00290749858744 157 125 255
0.00373330208526 158 132 255
0.00433747820111 158 130 255
0.00455986546398 157 126 255
0.00433747820111 156 123 255
0.00373330208526 157 132 247
0.00290749858744 146 94 218
0.00204887962545 146 95 215
0.00130642332847 128 79 215
0.000753740691637 128 81 211
0.00118210071139 145 98 229
0.00204887962545 158 131 255
0.00321328288319 159 134 255
0.00455986546398 160 141 255
0.00585498315243 159 140 255
0.00680251991709 159 141 255
0.00715129257136 159 141 255
0.00680251991709 157 140 255
0.00585498315243 157 141 255
0.00455986546398 156 132 255
0.00321328288319 158 146 255
0.00204887962545 154 118 222
0.00118210071139 154 119 220
0.00167748075871 145 92 243
0.00290749858744 159 133 255
0.00455986546398 159 134 255
0.00647075710589 160 142 255
0.00830861658918 161 149 255
0.00965323526301 159 140 255
0.0101481672185 159 139 255
0.00965323526301 157 137 255
0.00830861658918 156 135 255
0.00647075710589 156 130 255
0.00455986546398 156 134 255
0.00290749858744 154 112 234
0.00167748075871 154 118 223
0.00215392793018 153 104 255
0.00373330208526 159 141 255
0.00585498315243 159 144 255
0.00830861658918 160 148 255
0.010668474878 161 153 255
0.012394999431 161 153 255
0.0130305046414 162 157 255
0.012394999431 159 153 255
0.010668474878 158 152 255
0.00830861658918 157 150 255
0.00585498315243 157 150 255
0.00373330208526 157 133 255
0.00215392793018 158 141 255
0.00250250722566 153 108 245
0.00433747820111 159 141 255
0.00680251991709 160 148 255
0.00965323526301 160 148 255
0.012394999431 161 152 255
0.0144009347775 160 144 255
0.0151392864924 161 150 255
0.0144009347775 157 145 255
0.012394999431 158 152 255
0.00965323526301 158 152 255
0.00680251991709 158 152 255
0.00433747820111 156 128 255
0.00250250722566 156 126 255
0.00263081351481 153 107 244
0.00455986546398 157 142 255
0.00715129257136 158 147 255
0.0101481672185 159 146 255
0.0130305046414 159 150 255
0.0151392864924 159 143 255
0.0159154943092 159 140 255
0.0151392864924 157 143 255
0.0130305046414 158 150 255
0.0101481672185 157 144 255
0.00715129257136 159 156 255
0.00455986546398 155 131 255
0.00263081351481 154 128 255
0.00250250722566 153 108 241
0.00433747820111 156 140 255
0.00680251991709 156 136 255
0.00965323526301 159 145 255
0.012394999431 159 148 255
0.0144009347775 158 138 255
0.0151392864924 159 143 255
0.0144009347775 158 150 255
0.012394999431 159 155 255
0.00965323526301 159 160 255
0.00680251991709 159 160 255
0.00433747820111 155 131 255
0.00250250722566 155 134 255
0.00215392793018 145 99 236
0.00373330208526 155 139 255
0.00585498315243 154 134 255
0.00830861658918 155 140 255
0.010668474878 156 145 255
0.012394999431 156 138 255
0.0130305046414 158 149 255
0.012394999431 160 167 255
0.010668474878 160 161 255
0.00830861658918 159 155 255
0.00585498315243 157 137 255
0.00373330208526 155 130 255
0.00215392793018 156 136 255
0.00167748075871 145 101 232
0.00290749858744 157 148 255
0.00455986546398 156 142 255
0.00647075710589 156 146 255
0.00830861658918 156 146 255
0.00965323526301 157 142 255
0.0101481672185 157 145 255
0.00965323526301 159 156 255
0.00830861658918 158 147 255
0.00647075710589 158 143 255
0.00455986546398 158 144 255
0.00290749858744 158 146 255
0.00167748075871 159 152 255
0.00118210071139 128 94 231
0.00204887962545 149 116 231
0.00321328288319 149 114 235
0.00455986546398 155 135 255
0.00585498315243 154 130 255
0.00680251991709 154 136 255
0.00715129257136 153 133 255
0.00680251991709 153 129 255
0.00585498315243 154 133 255
0.00455986546398 154 125 255
0.00321328288319 157 142 254
0.00204887962545 147 118 221
0.00118210071139 147 116 224
0.000753740691637 128 95 227
0.00130642332847 149 118 227
0.00204887962545 149 115 232
0.00290749858744 156 140 255
0.00373330208526 155 134 255
0.00433747820111 154 136 255
0.00455986546398 154 135 255
0.00433747820111 154 135 255
0.00373330208526 155 137 255
0.00290749858744 156 135 255
0.00204887962545 157 140 255
0.00130642332847 147 115 227
0.000753740691637 147 118 221
0.000434870549116 119 94 228
0.000753740691637 121 88 229
0.00118210071139 121 87 231
0.00167748075871 137 103 232
0.00215392793018 137 102 235
0.00250250722566 146 116 236
0.00263081351481 146 116 235
0.00250250722566 145 121 238
0.00215392793018 145 123 235
0.00167748075871 141 113 236
0.00118210071139 141 111 242
0.000753740691637 134 105 242
0.000434870549116 134 110 232
0.000434870549116 99 87 210
0.000753740691637 119 49 220
0.00118210071139 119 50 216
0.00167748075871 143 58 227
0.00215392793018 143 58 227
0.00250250722566 155 82 239
0.00263081351481 155 83 238
0.00250250722566 146 63 219
0.00215392793018 146 62 223
0.00167748075871 129 53 218
0.00118210071139 129 55 209
0.000753740691637 101 86 207
0.000434870549116 101 86 207
0.000753740691637 111 57 216
0.00130642332847 146 62 225
0.00204887962545 146 62 226
0.00290749858744 159 96 252
0.00373330208526 159 97 251
0.00433747820111 158 113 255
0.00455986546398 158 113 255
0.00433747820111 158 105 255
0.00373330208526 157 101 255
0.00290749858744 156 89 240
0.00204887962545 156 94 227
0.00130642332847 125 45 206
0.000753740691637 125 45 206
0.00118210071139 111 57 216
0.00204887962545 146 62 228
0.00321328288319 146 61 231
0.00455986546398 157 90 255
0.00585498315243 158 93 255
0.00680251991709 157 108 255
0.00715129257136 156 102 255
0.00680251991709 156 96 255
0.00585498315243 157 99 255
0.00455986546398 156 89 240
0.00321328288319 156 94 228
0.00204887962545 125 45 206
0.00118210071139 125 44 207
0.00167748075871 114 56 215
0.00290749858744 161 85 255
0.00455986546398 160 82 255
0.00647075710589 162 102 255
0.00830861658918 164 113 255
0.00965323526301 164 127 255
0.0101481672185 164 121 255
0.00965323526301 164 112 255
0.00830861658918 164 110 255
0.00647075710589 163 100 255
0.00455986546398 164 106 255
0.00290749858744 162 100 255
0.00167748075871 164 112 255
0.00215392793018 114 56 214
0.00373330208526 162 91 255
0.00585498315243 161 87 255
0.00830861658918 163 110 255
0.010668474878 165 121 255
0.012394999431 164 120 255
0.0130305046414 161 105 255
0.012394999431 164 112 255
0.010668474878 164 110 255
0.00830861658918 164 109 255
0.00585498315243 163 103 255
0.00373330208526 160 91 255
0.00215392793018 162 100 255
0.00250250722566 129 52 221
0.00433747820111 163 107 255
0.00680251991709 161 97 255
0.00965323526301 164 112 255
0.012394999431 164 115 255
0.0144009347775 164 114 255
0.0151392864924 164 113 255
0.0144009347775 164 117 255
0.012394999431 164 111 255
0.00965323526301 163 117 255
0.00680251991709 163 117 255
0.00433747820111 161 102 255
0.00250250722566 163 110 255
0.00263081351481 129 51 223
0.00455986546398 164 112 255
0.00715129257136 161 96 255
0.0101481672185 164 112 255
0.0130305046414 163 107 255
0.0151392864924 163 108 255
0.0159154943092 163 108 255
0.0151392864924 164 111 255
0.0130305046414 165 120 255
0.0101481672185 163 117 255
0.00715129257136 163 118 255
0.00455986546398 163 110 255
0.00263081351481 163 116 255
0.00250250722566 138 59 228
0.00433747820111 161 102 255
0.00680251991709 161 99 255
0.00965323526301 164 113 255
0.012394999431 164 113 255
0.0144009347775 165 121 255
0.0151392864924 163 108 255
0.0144009347775 164 123 255
0.012394999431 164 127 255
0.00965323526301 163 123 255
0.00680251991709 163 122 255
0.00433747820111 161 112 255
0.00250250722566 162 117 255
0.00215392793018 138 60 227
0.00373330208526 162 103 255
0.00585498315243 161 97 255
0.00830861658918 163 108 255
0.010668474878 165 119 255
0.012394999431 165 117 255
0.0130305046414 165 119 255
0.012394999431 165 129 255
0.010668474878 165 129 255
0.00830861658918 163 124 255
0.00585498315243 162 121 255
0.00373330208526 161 112 255
0.00215392793018 161 116 255
0.00167748075871 130 59 229
0.00290749858744 161 100 255
0.00455986546398 159 91 255
0.00647075710589 162 111 255
0.00830861658918 163 116 255
0.00965323526301 163 120 255
0.0101481672185 163 124 255
0.00965323526301 163 131 255
0.00830861658918 162 128 255
0.00647075710589 161 120 255
0.00455986546398 161 119 255
0.00290749858744 160 111 255
0.00167748075871 161 114 255
0.00118210071139 130 61 220
0.00204887962545 162 107 255
0.00321328288319 161 97 255
0.00455986546398 163 116 255
0.00585498315243 161 106 255
0.00680251991709 162 114 255
0.00715129257136 161 110 255
0.00680251991709 162 124 255
0.00585498315243 162 130 255
0.00455986546398 162 124 255
0.00321328288319 161 121 255
0.00204887962545 161 115 255
0.00118210071139 162 121 255
0.000753740691637 102 90 219
0.00130642332847 151 59 217
0.00204887962545 151 56 228
0.00290749858744 161 111 255
0.00373330208526 160 106 255
0.00433747820111 158 110 255
0.00455986546398 159 114 255
0.00433747820111 158 114 255
0.00373330208526 158 114 255
0.00290749858744 157 106 255
0.00204887962545 160 118 255
0.00130642332847 159 96 244
0.000753740691637 159 99 236
0.000434870549116 102 91 215
0.000753740691637 151 60 212
0.00118210071139 151 58 221
0.00167748075871 160 106 255
0.00215392793018 160 104 255
0.00250250722566 159 116 255
0.00263081351481 159 116 255
0.00250250722566 159 121 255
0.00215392793018 160 123 255
0.00167748075871 159 113 255
0.00118210071139 160 122 255
0.000753740691637 159 97 241
0.000434870549116 159 100 234
0.000434870549116 141 177 215
0.000753740691637 141 177 215
0.00118210071139 141 179 220
0.00167748075871 141 176 223
0.00215392793018 142 184 214
0.00250250722566 142 190 207
0.00263081351481 146 196 210
0.00250250722566 146 196 209
0.00215392793018 146 194 216
0.00167748075871 146 188 222
0.00118210071139 143 182 225
0.000753740691637 143 189 217
0.000434870549116 141 185 216
0.000753740691637 151 196 217
0.00130642332847 151 198 215
0.00204887962545 155 209 238
0.00290749858744 155 222 224
0.00373330208526 156 221 239
0.00433747820111 156 210 251
0.00455986546398 157 226 255
0.00433747820111 157 225 255
0.00373330208526 156 219 255
0.00290749858744 155 216 255
0.00204887962545 155 214 255
0.00130642332847 155 216 255
0.000753740691637 152 203 231
0.00118210071139 151 195 218
0.00204887962545 151 192 222
0.00321328288319 155 201 247
0.00455986546398 155 196 254
0.00585498315243 156 208 254
0.00680251991709 154 195 255
0.00715129257136 154 202 255
0.00680251991709 154 204 255
0.00585498315243 154 203 255
0.00455986546398 154 208 255
0.00321328288319 155 209 255
0.00204887962545 155 214 255
0.00118210071139 152 202 232
0.00167748075871 157 218 255
0.00290749858744 156 209 255
0.00455986546398 156 218 255
0.00647075710589 155 213 255
0.00830861658918 155 200 255
0.00965323526301 156 209 255
0.0101481672185 156 214 255
0.00965323526301 157 219 255
0.00830861658918 157 213 255
0.00647075710589 157 213 255
0.00455986546398 155 214 255
0.00290749858744 155 218 255
0.00167748075871 155 216 255
0.00215392793018 155 207 255
0.00373330208526 155 206 255
0.00585498315243 156 215 255
0.00830861658918 155 208 255
0.010668474878 156 210 255
0.012394999431 156 210 255
0.0130305046414 157 216 255
0.012394999431 157 216 255
0.010668474878 157 217 255
0.00830861658918 157 217 255
0.00585498315243 155 216 255
0.00373330208526 155 217 255
0.00215392793018 155 211 255
0.00250250722566 156 211 255
0.00433747820111 156 211 255
0.00680251991709 157 217 255
0.00965323526301 156 211 255
0.012394999431 157 220 255
0.0144009347775 157 216 255
0.0151392864924 157 216 255
0.0144009347775 156 210 255
0.012394999431 156 216 255
0.00965323526301 157 222 255
0.00680251991709 156 230 255
0.00433747820111 156 225 255
0.00250250722566 156 229 255
0.00263081351481 155 206 255
0.00455986546398 155 206 255
0.00715129257136 156 211 255
0.0101481672185 156 212 255
0.0130305046414 156 213 255
0.0151392864924 156 212 255
0.0159154943092 156 212 255
0.0151392864924 156 212 255
0.0130305046414 155 206 255
0.0101481672185 156 210 255
0.00715129257136 155 219 255
0.00455986546398 156 225 255
0.00263081351481 154 214 255
0.00250250722566 155 198 255
0.00433747820111 156 203 255
0.00680251991709 157 212 255
0.00965323526301 157 213 255
0.012394999431 157 214 255
0.0144009347775 157 213 255
0.0151392864924 156 217 255
0.0144009347775 157 222 255
0.012394999431 156 220 255
0.00965323526301 155 215 255
0.00680251991709 156 225 255
0.00433747820111 156 224 255
0.00250250722566 156 226 255
0.00215392793018 156 202 255
0.00373330208526 155 200 255
0.00585498315243 156 208 255
0.00830861658918 157 215 255
0.010668474878 158 227 255
0.012394999431 157 218 255
0.0130305046414 156 213 255
0.012394999431 157 223 255
0.010668474878 159 246 255
0.00830861658918 159 246 255
0.00585498315243 156 224 255
0.00373330208526 156 224 255
0.00215392793018 156 226 255
0.00167748075871 156 196 255
0.00290749858744 155 194 255
0.00455986546398 156 211 255
0.00647075710589 156 212 255
0.00830861658918 157 223 255
0.00965323526301 157 224 255
0.0101481672185 156 221 255
0.00965323526301 155 216 255
0.00830861658918 156 223 255
0.00647075710589 156 228 255
0.00455986546398 155 220 255
0.00290749858744 155 218 255
0.00167748075871 154 211 255
0.00118210071139 156 201 255
0.00204887962545 156 200 255
0.00321328288319 157 214 255
0.00455986546398 156 213 255
0.00585498315243 156 218 255
0.00680251991709 156 214 255
0.00715129257136 154 207 255
0.00680251991709 154 208 255
0.00585498315243 154 208 255
0.00455986546398 155 215 255
0.00321328288319 155 220 255
0.00204887962545 156 225 255
0.00118210071139 156 222 255
0.000753740691637 150 185 214
0.00130642332847 150 181 218
0.00204887962545 155 199 255
0.00290749858744 154 198 255
0.00373330208526 154 206 255
