W H S V
0.00215392793018 15 165 255
0.00250250722566 15 167 255
0.00263081351481 15 169 255
0.00250250722566 16 170 255
0.00215392793018 16 172 255
0.00167748075871 16 170 254
0.00118210071139 16 172 251
0.000753740691637 20 163 231
0.000434870549116 20 163 231
0.000753740691637 14 151 255
0.00130642332847 15 161 255
0.00204887962545 15 163 255
0.00290749858744 16 162 255
0.00373330208526 15 165 255
0.00433747820111 16 166 255
0.00455986546398 15 167 255
0.00433747820111 17 166 255
0.00373330208526 17 167 255
0.00290749858744 17 167 255
0.00204887962545 16 169 255
0.00130642332847 20 161 235
0.000753740691637 20 161 235
0.00118210071139 14 154 255
0.00204887962545 14 163 255
0.00321328288319 14 159 255
0.00455986546398 15 163 255
0.00585498315243 14 165 255
0.00680251991709 14 166 255
0.00715129257136 14 167 255
0.00680251991709 14 162 255
0.00585498315243 15 161 255
0.00455986546398 14 164 255
0.00321328288319 14 167 255
0.00204887962545 16 170 255
0.00118210071139 16 172 255
0.00167748075871 14 153 255
0.00290749858744 14 158 255
0.00455986546398 14 159 255
0.00647075710589 15 163 255
0.00830861658918 14 165 255
0.00965323526301 14 167 255
0.0101481672185 14 168 255
0.00965323526301 15 161 255
0.00830861658918 15 161 255
0.00647075710589 14 164 255
0.00455986546398 14 164 255
0.00290749858744 16 169 255
0.00167748075871 16 171 255
0.00215392793018 13 148 255
0.00373330208526 13 151 255
0.00585498315243 13 151 255
0.00830861658918 13 155 255
0.010668474878 13 155 255
0.012394999431 13 165 255
0.0130305046414 13 166 255
0.012394999431 11 154 255
0.010668474878 12 153 255
0.00830861658918 13 160 255
0.00585498315243 13 160 255
0.00373330208526 15 164 255
0.00215392793018 14 167 255
0.00250250722566 13 149 255
0.00433747820111 13 151 255
0.00680251991709 13 151 255
0.00965323526301 13 155 255
0.012394999431 13 155 255
0.0144009347775 13 164 255
0.0151392864924 13 165 255
0.0144009347775 12 153 255
0.012394999431 12 152 255
0.00965323526301 13 158 255
0.00680251991709 13 157 255
0.00433747820111 15 161 255
0.00250250722566 14 166 255
0.00263081351481 15 149 255
0.00455986546398 15 155 255
0.00715129257136 15 153 255
0.0101481672185 14 161 255
0.0130305046414 14 162 255
0.0151392864924 13 162 255
0.0159154943092 13 163 255
0.0151392864924 12 162 255
0.0130305046414 12 162 255
0.0101481672185 12 160 255
0.00715129257136 12 159 255
0.00455986546398 13 161 255
0.00263081351481 13 164 255
0.00250250722566 15 150 255
0.00433747820111 15 156 255
0.00680251991709 15 155 255
0.00965323526301 14 162 255
0.012394999431 14 162 255
0.0144009347775 13 162 255
0.0151392864924 13 162 255
0.0144009347775 12 162 255
0.012394999431 12 162 255
0.00965323526301 12 160 255
0.00680251991709 12 159 255
0.00433747820111 13 161 255
0.00250250722566 13 163 255
0.00215392793018 15 144 255
0.00373330208526 15 151 255
0.00585498315243 15 150 255
0.00830861658918 13 158 255
0.010668474878 13 159 255
0.012394999431 12 159 255
0.0130305046414 12 158 255
0.012394999431 13 160 255
0.010668474878 13 160 255
0.00830861658918 13 160 255
0.00585498315243 13 160 255
0.00373330208526 14 161 255
0.00215392793018 14 163 255
0.00167748075871 15 145 255
0.00290749858744 15 151 255
0.00455986546398 15 150 255
0.00647075710589 13 158 255
0.00830861658918 13 159 255
0.00965323526301 12 159 255
0.0101481672185 12 158 255
0.00965323526301 13 160 255
0.00830861658918 13 160 255
0.00647075710589 13 160 255
0.00455986546398 13 160 255
0.00290749858744 14 161 255
0.00167748075871 14 163 255
0.00118210071139 18 129 237
0.00204887962545 16 142 254
0.00321328288319 16 141 255
0.00455986546398 14 150 255
0.00585498315243 14 151 255
0.00680251991709 13 155 255
0.00715129257136 13 155 255
0.00680251991709 13 157 255
0.00585498315243 13 156 255
0.00455986546398 14 158 255
0.00321328288319 14 158 255
0.00204887962545 14 162 255
0.00118210071139 14 162 255
0.000753740691637 18 129 237
0.00130642332847 16 142 253
0.00204887962545 16 142 253
0.00290749858744 14 151 255
0.00373330208526 14 151 255
0.00433747820111 13 156 255
0.00455986546398 13 155 255
0.00433747820111 13 157 255
0.00373330208526 13 157 255
0.00290749858744 14 159 255
0.00204887962545 14 159 255
0.00130642332847 14 162 255
0.000753740691637 14 162 255
0.000434870549116 17 95 230
0.000753740691637 17 118 238
0.00118210071139 17 118 237
0.00167748075871 15 140 255
0.00215392793018 15 140 255
0.00250250722566 15 149 255
0.00263081351481 15 148 255
0.00250250722566 13 154 255
0.00215392793018 13 154 255
0.00167748075871 14 159 255
0.00118210071139 14 159 255
0.000753740691637 14 161 255
0.000434870549116 14 161 255
0.000434870549116 136 170 225
0.000753740691637 136 168 228
0.00118210071139 138 168 223
0.00167748075871 138 167 224
0.00215392793018 141 163 228
0.00250250722566 141 160 233
0.00263081351481 141 165 226
0.00250250722566 141 173 215
0.00215392793018 140 181 210
0.00167748075871 140 169 225
0.00118210071139 139 170 221
0.000753740691637 139 171 219
0.000434870549116 132 153 211
0.000753740691637 149 195 217
0.00130642332847 149 193 219
0.00204887962545 154 203 244
0.00290749858744 154 196 252
0.00373330208526 156 200 255
0.00433747820111 156 198 255
0.00455986546398 156 202 249
0.00433747820111 156 205 245
0.00373330208526 152 200 226
0.00290749858744 152 195 231
0.00204887962545 150 186 219
0.00130642332847 150 191 214
0.000753740691637 144 178 209
0.00118210071139 149 193 219
0.00204887962545 149 182 233
0.00321328288319 154 199 249
0.00455986546398 154 197 251
0.00585498315243 156 194 255
0.00680251991709 156 198 255
0.00715129257136 156 199 252
0.00680251991709 155 191 255
0.00585498315243 152 183 246
0.00455986546398 152 184 245
0.00321328288319 150 180 227
0.00204887962545 150 188 217
0.00118210071139 144 180 207
0.00167748075871 156 226 247
0.00290749858744 153 194 255
0.00455986546398 153 196 255
0.00647075710589 155 212 255
0.00830861658918 156 212 255
0.00965323526301 157 220 255
0.0101481672185 157 229 255
0.00965323526301 156 218 255
0.00830861658918 154 206 255
0.00647075710589 154 211 255
0.00455986546398 154 205 255
0.00290749858744 155 218 255
0.00167748075871 151 187 214
0.00215392793018 156 221 253
0.00373330208526 153 190 255
0.00585498315243 151 182 255
0.00830861658918 156 218 255
0.010668474878 154 200 255
0.012394999431 155 209 255
0.0130305046414 156 223 255
0.012394999431 156 218 255
0.010668474878 155 213 255
0.00830861658918 155 215 255
0.00585498315243 152 195 255
0.00373330208526 154 205 255
0.00215392793018 151 182 220
0.00250250722566 157 225 255
0.00433747820111 155 204 255
0.00680251991709 153 187 255
0.00965323526301 156 213 255
0.012394999431 161 242 255
0.0144009347775 157 208 255
0.0151392864924 155 198 255
0.0144009347775 158 221 255
0.012394999431 157 221 255
0.00965323526301 158 239 255
0.00680251991709 155 214 255
0.00433747820111 153 195 255
0.00250250722566 154 202 255
0.00263081351481 155 204 255
0.00455986546398 155 201 255
0.00715129257136 156 210 255
0.0101481672185 155 200 255
0.0130305046414 156 193 255
0.0151392864924 159 224 255
0.0159154943092 157 213 255
0.0151392864924 158 220 255
0.0130305046414 157 224 255
0.0101481672185 159 249 255
0.00715129257136 155 211 255
0.00455986546398 153 195 255
0.00263081351481 154 202 255
0.00250250722566 153 192 255
0.00433747820111 156 211 255
0.00680251991709 157 225 255
0.00965323526301 155 208 255
0.012394999431 157 192 255
0.0144009347775 156 183 255
0.0151392864924 159 221 255
0.0144009347775 159 217 255
0.012394999431 158 222 255
0.00965323526301 158 222 255
0.00680251991709 156 216 255
0.00433747820111 156 211 255
0.00250250722566 154 217 255
0.00215392793018 152 186 255
0.00373330208526 156 211 255
0.00585498315243 157 217 255
0.00830861658918 156 209 255
0.010668474878 159 210 255
0.012394999431 159 210 255
0.0130305046414 157 203 255
0.012394999431 157 201 255
0.010668474878 156 201 255
0.00830861658918 154 189 255
0.00585498315243 157 226 255
0.00373330208526 155 206 255
0.00215392793018 154 218 255
0.00167748075871 154 201 255
0.00290749858744 154 197 255
0.00455986546398 154 211 255
0.00647075710589 154 207 255
0.00830861658918 158 227 255
0.00965323526301 158 233 255
0.0101481672185 158 233 255
0.00965323526301 157 221 255
0.00830861658918 155 208 255
0.00647075710589 153 199 255
0.00455986546398 154 204 255
0.00290749858744 155 217 255
0.00167748075871 154 208 255
0.00118210071139 155 207 255
0.00204887962545 154 197 255
0.00321328288319 154 211 255
0.00455986546398 155 215 255
0.00585498315243 157 218 255
0.00680251991709 158 230 255
0.00715129257136 161 255 255
0.00680251991709 156 215 255
0.00585498315243 154 202 255
0.00455986546398 156 221 255
0.00321328288319 155 216 255
0.00204887962545 156 219 255
0.00118210071139 155 213 255
0.000753740691637 147 181 224
0.00130642332847 147 175 232
0.00204887962545 154 198 255
0.00290749858744 154 198 255
0.00373330208526 155 205 255
0.00433747820111 152 185 255
0.00455986546398 154 194 255
0.00433747820111 157 219 255
0.00373330208526 156 211 255
0.00290749858744 156 211 255
0.00204887962545 154 197 255
0.00130642332847 154 194 255
0.000753740691637 153 198 243
0.000434870549116 147 187 217
0.000753740691637 147 183 221
