W Y Cr Cb
0.000753740691637 122 186 184
0.00118210071139 130 217 179
0.00167748075871 134 214 180
0.00215392793018 124 221 177
0.00250250722566 130 217 178
0.00263081351481 133 215 178
0.00250250722566 128 219 177
0.00215392793018 127 219 178
0.00167748075871 126 220 177
0.00118210071139 126 220 178
0.000753740691637 124 221 178
0.000434870549116 126 209 179
0.000434870549116 190 75 109
0.000753740691637 189 75 109
0.00118210071139 201 100 108
0.00167748075871 202 100 108
0.00215392793018 201 124 107
0.00250250722566 208 124 107
0.00263081351481 208 142 107
0.00250250722566 212 142 107
0.00215392793018 208 144 103
0.00167748075871 207 144 103
0.00118210071139 201 128 105
0.000753740691637 196 128 105
0.000434870549116 193 97 108
0.000753740691637 194 113 109
0.00130642332847 200 113 109
0.00204887962545 196 144 108
0.00290749858744 214 144 108
0.00373330208526 206 163 112
0.00433747820111 210 160 112
0.00455986546398 197 169 112
0.00433747820111 196 170 112
0.00373330208526 200 167 110
0.00290749858744 205 164 111
0.00204887962545 211 143 103
0.00130642332847 201 143 103
0.000753740691637 196 124 105
0.00118210071139 198 113 109
0.00204887962545 207 113 109
0.00321328288319 205 144 108
0.00455986546398 218 144 108
0.00585498315243 209 161 112
0.00680251991709 207 162 112
0.00715129257136 189 175 109
0.00680251991709 193 172 111
0.00585498315243 203 165 110
0.00455986546398 203 165 110
0.00321328288319 215 143 103
0.00204887962545 211 143 103
0.00118210071139 201 124 105
0.00167748075871 203 144 109
0.00290749858744 213 144 109
0.00455986546398 207 162 111
0.00647075710589 209 161 112
0.00830861658918 201 167 113
0.00965323526301 193 172 112
0.0101481672185 185 178 111
0.00965323526301 188 176 112
0.00830861658918 196 170 113
0.00647075710589 194 171 112
0.00455986546398 209 161 107
0.00290749858744 204 164 107
0.00167748075871 207 155 104
0.00215392793018 205 144 109
0.00373330208526 219 144 109
0.00585498315243 214 157 112
0.00830861658918 209 161 112
0.010668474878 200 167 113
0.012394999431 191 174 111
0.0130305046414 187 176 111
0.012394999431 187 176 111
0.010668474878 192 173 112
0.00830861658918 199 168 113
0.00585498315243 209 161 107
0.00373330208526 205 164 107
0.00215392793018 212 155 104
0.00250250722566 214 157 112
0.00433747820111 208 162 111
0.00680251991709 184 179 111
0.00965323526301 203 165 116
0.012394999431 196 170 116
0.0144009347775 188 176 114
0.0151392864924 187 176 113
0.0144009347775 185 178 113
0.012394999431 184 179 112
0.00965323526301 189 175 113
0.00680251991709 198 169 112
0.00433747820111 197 169 112
0.00250250722566 216 156 107
0.00263081351481 209 161 111
0.00455986546398 201 167 109
0.00715129257136 190 174 113
0.0101481672185 203 165 116
0.0130305046414 193 172 116
0.0151392864924 188 176 114
0.0159154943092 190 174 114
0.0151392864924 186 177 113
0.0130305046414 186 177 112
0.0101481672185 191 174 113
0.00715129257136 198 169 112
0.00455986546398 197 169 112
0.00263081351481 211 159 106
0.00250250722566 197 169 117
0.00433747820111 191 174 116
0.00680251991709 195 171 118
0.00965323526301 195 171 118
0.012394999431 190 174 114
0.0144009347775 193 172 115
0.0151392864924 194 171 114
0.0144009347775 191 174 114
0.012394999431 189 175 116
0.00965323526301 194 171 117
0.00680251991709 202 166 112
0.00433747820111 200 167 112
0.00250250722566 210 153 109
0.00215392793018 198 169 117
0.00373330208526 198 169 117
0.00585498315243 199 168 118
0.00830861658918 194 171 117
0.010668474878 188 176 114
0.012394999431 197 169 116
0.0130305046414 199 168 116
0.012394999431 195 171 114
0.010668474878 191 174 117
0.00830861658918 195 171 117
0.00585498315243 202 166 112
0.00373330208526 200 167 112
0.00215392793018 207 153 109
0.00167748075871 205 164 116
0.00290749858744 209 161 117
0.00455986546398 209 161 119
0.00647075710589 194 171 115
0.00830861658918 184 179 114
0.00965323526301 193 172 116
0.0101481672185 198 169 115
0.00965323526301 194 171 114
0.00830861658918 197 169 114
0.00647075710589 202 166 115
0.00455986546398 212 159 109
0.00290749858744 209 161 108
0.00167748075871 207 124 109
0.00118210071139 205 164 116
0.00204887962545 209 161 116
0.00321328288319 206 163 118
0.00455986546398 204 164 117
0.00585498315243 194 171 116
0.00680251991709 188 176 115
0.00715129257136 196 170 114
0.00680251991709 201 167 116
0.00585498315243 202 166 114
0.00455986546398 198 169 114
0.00321328288319 212 159 109
0.00204887962545 210 160 109
0.00118210071139 205 124 109
0.000753740691637 210 149 111
0.00130642332847 211 149 111
0.00204887962545 212 159 112
0.00290749858744 222 152 114
0.00373330208526 210 160 117
0.00433747820111 194 171 113
0.00455986546398 204 164 113
0.00433747820111 208 162 114
0.00373330208526 214 157 110
0.00290749858744 210 160 109
0.00204887962545 214 132 109
0.00130642332847 205 132 109
0.000753740691637 200 99 110
0.000434870549116 208 149 111
0.000753740691637 205 149 111
0.00118210071139 207 162 111
0.00167748075871 215 157 113
0.00215392793018 207 162 116
0.00250250722566 194 171 113
0.00263081351481 205 164 113
0.00250250722566 199 168 112
0.00215392793018 206 163 108
0.00167748075871 210 160 109
0.00118210071139 204 132 109
0.000753740691637 199 132 109
0.000434870549116 197 99 110
0.000434870549116 116 200 130
0.000753740691637 125 204 128
0.00118210071139 132 204 128
0.00167748075871 121 224 134
0.00215392793018 121 224 134
0.00250250722566 121 224 131
0.00263081351481 121 224 132
0.00250250722566 121 224 131
0.00215392793018 121 224 131
0.00167748075871 119 225 130
0.00118210071139 117 226 129
0.000753740691637 121 224 125
0.000434870549116 120 224 125
0.000753740691637 120 208 129
0.00130642332847 128 214 129
0.00204887962545 134 214 129
0.00290749858744 117 226 137
0.00373330208526 117 226 138
0.00433747820111 118 226 134
0.00455986546398 118 226 134
0.00433747820111 118 226 133
0.00373330208526 117 226 133
0.00290749858744 115 228 134
0.00204887962545 114 229 134
0.00130642332847 121 224 130
0.000753740691637 119 225 129
0.00118210071139 121 208 129
0.00204887962545 130 214 129
0.00321328288319 135 214 129
0.00455986546398 118 226 138
0.00585498315243 119 225 138
0.00680251991709 121 224 134
0.00715129257136 121 224 134
0.00680251991709 119 225 134
0.00585498315243 119 225 134
0.00455986546398 117 226 134
0.00321328288319 117 226 134
0.00204887962545 123 222 130
0.00118210071139 122 223 130
0.00167748075871 122 223 131
0.00290749858744 122 223 133
0.00455986546398 125 221 134
0.00647075710589 120 224 136
0.00830861658918 121 224 136
0.00965323526301 118 226 135
0.0101481672185 117 226 135
0.00965323526301 119 225 135
0.00830861658918 117 226 135
0.00647075710589 117 226 134
0.00455986546398 117 226 134
0.00290749858744 118 226 132
0.00167748075871 117 226 131
0.00215392793018 123 222 131
0.00373330208526 122 223 133
0.00585498315243 126 220 134
0.00830861658918 120 224 136
0.010668474878 123 222 136
0.012394999431 117 226 135
0.0130305046414 115 228 135
0.012394999431 122 223 136
0.010668474878 118 226 135
0.00830861658918 117 226 134
0.00585498315243 116 227 134
0.00373330208526 118 226 132
0.00215392793018 117 226 131
0.00250250722566 124 221 131
0.00433747820111 123 222 134
0.00680251991709 127 219 135
0.00965323526301 117 226 134
0.012394999431 119 225 135
0.0144009347775 113 229 132
0.0151392864924 114 229 132
0.0144009347775 122 223 134
0.012394999431 120 224 134
0.00965323526301 117 226 132
0.00680251991709 115 228 131
0.00433747820111 117 226 131
0.00250250722566 116 227 130
0.00263081351481 124 221 131
0.00455986546398 122 223 134
0.00715129257136 125 221 134
0.0101481672185 117 226 134
0.0130305046414 118 226 134
0.0151392864924 114 229 132
0.0159154943092 120 224 134
0.0151392864924 124 221 135
0.0130305046414 122 223 134
0.0101481672185 122 223 133
0.00715129257136 120 224 133
0.00455986546398 117 226 131
0.00263081351481 114 229 130
0.00250250722566 124 221 130
0.00433747820111 121 224 133
0.00680251991709 123 222 134
0.00965323526301 117 226 134
0.012394999431 118 226 135
0.0144009347775 116 227 133
0.0151392864924 121 224 134
0.0144009347775 122 223 136
0.012394999431 122 223 135
0.00965323526301 122 223 133
0.00680251991709 118 226 132
0.00433747820111 118 226 131
0.00250250722566 114 229 130
0.00215392793018 125 221 130
0.00373330208526 121 224 133
0.00585498315243 121 224 133
0.00830861658918 116 227 134
0.010668474878 121 224 135
0.012394999431 118 226 134
0.0130305046414 121 224 134
0.012394999431 122 223 136
0.010668474878 121 224 135
0.00830861658918 120 224 133
0.00585498315243 118 226 132
0.00373330208526 117 226 131
0.00215392793018 114 229 130
0.00167748075871 124 221 129
0.00290749858744 121 224 132
0.00455986546398 122 223 132
0.00647075710589 119 225 135
0.00830861658918 119 225 135
0.00965323526301 116 227 134
0.0101481672185 121 224 134
0.00965323526301 125 221 136
0.00830861658918 119 225 135
0.00647075710589 119 225 134
0.00455986546398 118 226 134
0.00290749858744 119 225 132
0.00167748075871 116 227 131
0.00118210071139 125 221 129
0.00204887962545 122 223 132
0.00321328288319 126 220 133
0.00455986546398 118 226 135
0.00585498315243 117 226 135
0.00680251991709 117 226 134
0.00715129257136 117 226 134
0.00680251991709 119 225 134
0.00585498315243 117 226 134
0.00455986546398 118 226 134
0.00321328288319 116 227 134
0.00204887962545 119 225 132
0.00118210071139 114 229 131
0.000753740691637 125 221 125
0.00130642332847 122 223 130
0.00204887962545 126 220 131
0.00290749858744 119 225 135
0.00373330208526 119 225 134
0.00433747820111 118 226 136
0.00455986546398 114 229 135
0.00433747820111 118 226 136
0.00373330208526 121 224 136
0.00290749858744 122 223 134
0.00204887962545 115 228 132
0.00130642332847 122 221 128
0.000753740691637 123 221 128
0.000434870549116 125 221 125
0.000753740691637 122 223 130
0.00118210071139 127 219 131
0.00167748075871 121 224 135
0.00215392793018 121 224 135
0.00250250722566 118 226 136
0.00263081351481 114 229 135
0.00250250722566 119 225 136
0.00215392793018 121 224 137
0.00167748075871 119 225 133
0.00118210071139 111 231 131
0.000753740691637 121 221 128
0.000434870549116 118 221 128
0.000434870549116 198 77 126
0.000753740691637 198 87 126
0.00118210071139 199 87 126
0.00167748075871 200 105 123
0.00215392793018 201 105 123
0.00250250722566 203 115 123
0.00263081351481 204 115 123
0.00250250722566 205 118 123
0.00215392793018 204 118 123
0.00167748075871 204 105 123
0.00118210071139 201 105 123
0.000753740691637 203 90 125
0.000434870549116 198 90 125
0.000753740691637 204 95 125
0.00130642332847 205 130 123
0.00204887962545 208 130 123
0.00290749858744 215 154 123
0.00373330208526 219 154 123
0.00433747820111 214 157 126
0.00455986546398 215 157 126
0.00433747820111 215 157 125
0.00373330208526 212 159 124
0.00290749858744 212 145 122
0.00204887962545 207 145 122
0.00130642332847 205 122 123
0.000753740691637 205 122 123
0.00118210071139 210 95 125
0.00204887962545 215 130 123
0.00321328288319 217 130 123
0.00455986546398 218 154 123
0.00585498315243 219 154 123
0.00680251991709 215 157 126
0.00715129257136 215 157 126
0.00680251991709 215 157 125
0.00585498315243 215 157 125
0.00455986546398 219 145 122
0.00321328288319 215 145 122
0.00204887962545 212 122 123
0.00118210071139 207 122 123
0.00167748075871 210 129 126
0.00290749858744 213 158 125
0.00455986546398 215 157 125
0.00647075710589 207 162 129
0.00830861658918 207 162 129
0.00965323526301 201 167 130
0.0101481672185 202 166 131
0.00965323526301 202 166 130
0.00830861658918 204 164 130
0.00647075710589 211 159 127
0.00455986546398 211 159 127
0.00290749858744 220 149 123
0.00167748075871 211 149 123
0.00215392793018 215 129 126
0.00373330208526 215 157 125
0.00585498315243 215 157 125
0.00830861658918 206 163 129
0.010668474878 206 163 129
0.012394999431 199 168 130
0.0130305046414 199 168 130
0.012394999431 200 167 129
0.010668474878 204 164 130
0.00830861658918 211 159 127
0.00585498315243 212 159 127
0.00373330208526 221 149 123
0.00215392793018 213 149 123
0.00250250722566 225 137 126
0.00433747820111 215 157 132
0.00680251991709 206 163 130
0.00965323526301 198 169 131
0.012394999431 198 169 131
0.0144009347775 195 171 131
0.0151392864924 189 175 130
0.0144009347775 196 170 130
0.012394999431 202 166 131
0.00965323526301 205 164 132
0.00680251991709 205 164 132
0.00433747820111 215 157 126
0.00250250722566 210 160 125
0.00263081351481 220 137 126
0.00455986546398 208 162 130
0.00715129257136 203 165 129
0.0101481672185 197 169 131
0.0130305046414 195 171 131
0.0151392864924 195 171 131
0.0159154943092 188 176 130
0.0151392864924 195 171 130
0.0130305046414 200 167 131
0.0101481672185 205 164 132
0.00715129257136 205 164 132
0.00455986546398 215 157 126
0.00263081351481 210 160 125
0.00250250722566 225 147 127
0.00433747820111 202 166 131
0.00680251991709 201 167 131
0.00965323526301 201 167 133
0.012394999431 196 170 131
0.0144009347775 200 167 133
0.0151392864924 204 164 134
0.0144009347775 194 171 130
0.012394999431 195 171 130
0.00965323526301 204 164 133
0.00680251991709 204 164 132
0.00433747820111 213 158 128
0.00250250722566 210 160 127
0.00215392793018 227 147 127
0.00373330208526 205 164 131
0.00585498315243 202 166 131
0.00830861658918 203 165 133
0.010668474878 199 168 132
0.012394999431 200 167 133
0.0130305046414 202 166 133
0.012394999431 194 171 130
0.010668474878 197 169 131
0.00830861658918 205 164 133
0.00585498315243 207 162 133
0.00373330208526 218 154 129
0.00215392793018 215 157 128
0.00167748075871 227 131 127
0.00290749858744 212 159 130
0.00455986546398 206 163 128
0.00647075710589 205 164 130
0.00830861658918 205 164 130
0.00965323526301 199 168 130
0.0101481672185 195 171 130
0.00965323526301 200 167 131
0.00830861658918 201 167 131
0.00647075710589 203 165 131
0.00455986546398 211 159 133
0.00290749858744 224 150 128
0.00167748075871 217 155 126
0.00118210071139 223 131 127
0.00204887962545 216 156 131
0.00321328288319 211 159 129
0.00455986546398 207 162 131
0.00585498315243 207 162 131
0.00680251991709 203 165 131
0.00715129257136 203 165 132
0.00680251991709 203 165 132
0.00585498315243 203 165 132
0.00455986546398 207 162 132
0.00321328288319 208 162 132
0.00204887962545 214 157 126
0.00118210071139 206 157 126
0.000753740691637 214 113 128
0.00130642332847 222 152 126
0.00204887962545 220 152 126
0.00290749858744 213 158 129
0.00373330208526 213 158 129
0.00433747820111 211 159 129
0.00455986546398 215 157 129
0.00433747820111 217 155 128
0.00373330208526 219 154 128
0.00290749858744 224 150 126
0.00204887962545 219 154 125
0.00130642332847 206 128 126
0.000753740691637 201 128 126
0.000434870549116 208 113 128
0.000753740691637 211 152 126
0.00118210071139 214 152 126
0.00167748075871 211 159 129
0.00215392793018 211 159 129
0.00250250722566 213 158 129
0.00263081351481 211 159 128
0.00250250722566 212 159 127
0.00215392793018 212 159 127
0.00167748075871 215 157 125
0.00118210071139 210 157 125
0.000753740691637 201 128 126
0.000434870549116 199 128 126
0.000434870549116 165 132 165
0.000753740691637 168 178 157
0.00118210071139 172 178 157
0.00167748075871 173 186 154
0.00215392793018 174 186 154
0.00250250722566 174 186 154
0.00263081351481 172 187 154
0.00250250722566 175 184 156
0.00215392793018 165 184 156
0.00167748075871 161 157 156
0.00118210071139 160 157 156
0.000753740691637 158 132 158
0.000434870549116 156 132 158
0.000753740691637 167 132 165
0.00130642332847 176 178 157
0.00204887962545 182 178 157
0.00290749858744 178 183 156
0.00373330208526 174 186 154
0.00433747820111 175 185 155
0.00455986546398 178 183 155
0.00433747820111 180 181 157
0.00373330208526 169 184 156
0.00290749858744 168 157 156
0.00204887962545 165 157 156
0.00130642332847 161 132 158
0.000753740691637 157 132 158
0.00118210071139 173 157 160
0.00204887962545 174 186 153
0.00321328288319 172 187 152
0.00455986546398 167 191 152
0.00585498315243 168 190 152
0.00680251991709 167 191 153
0.00715129257136 167 191 153
0.00680251991709 169 189 158
0.00585498315243 168 190 158
0.00455986546398 175 185 158
0.00321328288319 165 192 156
0.00204887962545 160 172 155
0.00118210071139 158 172 155
0.00167748075871 187 157 160
0.00290749858744 172 187 153
0.00455986546398 172 187 152
0.00647075710589 166 191 152
0.00830861658918 161 195 151
0.00965323526301 168 190 153
0.0101481672185 169 189 153
0.00965323526301 171 188 158
0.00830861658918 173 186 158
0.00647075710589 176 184 159
0.00455986546398 173 186 158
0.00290749858744 172 172 155
0.00167748075871 161 172 155
0.00215392793018 193 172 156
0.00373330208526 168 190 155
0.00585498315243 166 191 154
0.00830861658918 162 194 152
0.010668474878 159 196 151
0.012394999431 159 196 149
0.0130305046414 156 199 149
0.012394999431 160 196 157
0.010668474878 161 195 157
0.00830861658918 163 194 159
0.00585498315243 163 194 159
0.00373330208526 173 186 157
0.00215392793018 168 190 155
0.00250250722566 183 172 156
0.00433747820111 168 190 155
0.00680251991709 163 194 153
0.00965323526301 162 194 152
0.012394999431 160 196 151
0.0144009347775 165 192 151
0.0151392864924 161 195 150
0.0144009347775 166 191 158
0.012394999431 161 195 157
0.00965323526301 161 195 159
0.00680251991709 161 195 159
0.00433747820111 177 184 157
0.00250250722566 178 183 158
0.00263081351481 183 171 157
0.00455986546398 168 190 159
0.00715129257136 164 193 158
0.0101481672185 164 193 155
0.0130305046414 162 194 154
0.0151392864924 166 191 154
0.0159154943092 168 190 155
0.0151392864924 167 191 158
0.0130305046414 162 194 157
0.0101481672185 167 191 158
0.00715129257136 158 197 157
0.00455986546398 176 184 161
0.00263081351481 178 183 161
0.00250250722566 180 171 157
0.00433747820111 169 189 160
0.00680251991709 172 187 160
0.00965323526301 165 192 155
0.012394999431 163 194 155
0.0144009347775 170 189 155
0.0151392864924 166 191 154
0.0144009347775 162 194 157
0.012394999431 159 196 156
0.00965323526301 155 199 156
0.00680251991709 155 199 156
0.00433747820111 176 184 161
0.00250250722566 174 186 160
0.00215392793018 177 159 161
0.00373330208526 171 188 161
0.00585498315243 174 186 162
0.00830861658918 170 189 162
0.010668474878 166 191 161
0.012394999431 171 188 159
0.0130305046414 163 194 157
0.012394999431 150 203 155
0.010668474878 155 199 155
0.00830861658918 159 196 155
0.00585498315243 171 188 158
0.00373330208526 176 184 160
0.00215392793018 172 187 159
0.00167748075871 173 159 161
0.00290749858744 164 193 160
0.00455986546398 168 190 161
0.00647075710589 166 191 161
0.00830861658918 166 191 161
0.00965323526301 168 190 158
0.0101481672185 166 191 158
0.00965323526301 158 197 156
0.00830861658918 164 193 158
0.00647075710589 167 191 157
0.00455986546398 166 191 157
0.00290749858744 165 192 157
0.00167748075871 161 195 156
0.00118210071139 162 132 167
0.00204887962545 168 170 164
0.00321328288319 172 170 164
0.00455986546398 173 186 161
0.00585498315243 177 184 162
0.00680251991709 173 186 165
0.00715129257136 175 185 165
0.00680251991709 178 183 164
0.00585498315243 175 185 164
0.00455986546398 180 181 161
0.00321328288319 168 189 158
0.00204887962545 158 166 164
0.00118210071139 161 166 164
0.000753740691637 158 132 167
0.00130642332847 164 170 164
0.00204887962545 169 170 164
0.00290749858744 170 189 160
0.00373330208526 174 186 161
0.00433747820111 173 186 165
0.00455986546398 174 186 165
0.00433747820111 174 186 163
0.00373330208526 172 187 163
0.00290749858744 173 186 160
0.00204887962545 169 189 159
0.00130642332847 164 166 164
0.000753740691637 158 166 164
0.000434870549116 155 120 169
0.000753740691637 160 124 167
0.00118210071139 162 124 167
0.00167748075871 165 147 166
0.00215392793018 168 147 166
0.00250250722566 169 166 166
0.00263081351481 168 166 166
0.00250250722566 167 167 168
0.00215392793018 164 167 168
0.00167748075871 165 157 168
0.00118210071139 171 157 168
0.000753740691637 167 143 170
0.000434870549116 157 143 170
0.000434870549116 176 101 147
0.000753740691637 184 124 148
0.00118210071139 180 124 148
0.00167748075871 193 144 147
0.00215392793018 193 144 147
0.00250250722566 192 162 148
0.00263081351481 191 162 148
0.00250250722566 185 147 147
0.00215392793018 189 147 147
0.00167748075871 182 132 148
0.00118210071139 173 132 148
0.000753740691637 171 104 148
0.000434870549116 171 104 148
0.000753740691637 182 118 147
0.00130642332847 191 147 147
0.00204887962545 192 147 147
0.00290749858744 193 170 146
0.00373330208526 192 170 146
0.00433747820111 185 178 151
0.00455986546398 185 178 151
0.00433747820111 190 174 148
0.00373330208526 193 172 149
0.00290749858744 189 164 147
0.00204887962545 176 164 147
0.00130642332847 176 128 145
0.000753740691637 176 128 145
0.00118210071139 182 118 147
0.00204887962545 194 147 147
0.00321328288319 197 147 147
0.00455986546398 200 167 147
0.00585498315243 198 169 146
0.00680251991709 189 175 151
0.00715129257136 193 172 152
0.00680251991709 196 170 150
0.00585498315243 194 171 149
0.00455986546398 189 164 147
0.00321328288319 177 164 147
0.00204887962545 176 128 145
0.00118210071139 177 128 145
0.00167748075871 179 120 148
0.00290749858744 202 166 141
0.00455986546398 204 164 142
0.00647075710589 190 174 142
0.00830861658918 183 179 139
0.00965323526301 173 186 140
0.0101481672185 178 183 140
0.00965323526301 183 179 138
0.00830861658918 185 178 138
0.00647075710589 192 173 140
0.00455986546398 187 176 139
0.00290749858744 192 173 141
0.00167748075871 183 179 139
0.00215392793018 178 120 148
0.00373330208526 197 169 140
0.00585498315243 200 167 141
0.00830861658918 185 178 140
0.010668474878 177 184 138
0.012394999431 178 183 141
0.0130305046414 189 175 143
0.012394999431 183 179 138
0.010668474878 185 178 138
0.00830861658918 185 178 139
0.00585498315243 189 175 140
0.00373330208526 198 169 143
0.00215392793018 192 173 141
0.00250250722566 185 132 148
0.00433747820111 187 176 140
0.00680251991709 194 171 142
0.00965323526301 183 179 139
0.012394999431 181 181 139
0.0144009347775 182 180 139
0.0151392864924 183 179 139
0.0144009347775 180 181 139
0.012394999431 184 179 140
0.00965323526301 181 181 141
0.00680251991709 181 181 141
0.00433747820111 191 174 143
0.00250250722566 185 178 142
0.00263081351481 187 132 148
0.00455986546398 183 179 139
0.00715129257136 195 171 142
0.0101481672185 183 179 139
0.0130305046414 187 176 140
0.0151392864924 186 177 140
0.0159154943092 186 177 140
0.0151392864924 184 179 140
0.0130305046414 178 183 138
0.0101481672185 181 181 141
0.00715129257136 180 181 141
0.00455986546398 185 178 142
0.00263081351481 181 181 140
0.00250250722566 190 139 149
0.00433747820111 191 174 142
0.00680251991709 193 172 143
0.00965323526301 183 179 139
0.012394999431 183 179 139
0.0144009347775 177 184 138
0.0151392864924 186 177 140
0.0144009347775 176 184 140
0.012394999431 173 186 140
0.00965323526301 177 184 143
0.00680251991709 178 183 143
0.00433747820111 185 178 145
0.00250250722566 181 181 144
0.00215392793018 189 139 149
0.00373330208526 190 174 142
0.00585498315243 194 171 143
0.00830861658918 186 177 140
0.010668474878 178 183 138
0.012394999431 180 181 138
0.0130305046414 178 183 138
0.012394999431 172 187 139
0.010668474878 172 187 139
0.00830861658918 176 184 143
0.00585498315243 178 183 143
0.00373330208526 185 178 145
0.00215392793018 182 180 144
0.00167748075871 187 132 152
0.00290749858744 192 173 143
0.00455986546398 198 169 144
0.00647075710589 185 178 143
0.00830861658918 181 181 142
0.00965323526301 179 182 143
0.0101481672185 176 184 142
0.00965323526301 172 187 144
0.00830861658918 174 186 144
0.00647075710589 180 181 145
0.00455986546398 180 181 146
0.00290749858744 186 177 145
0.00167748075871 183 179 145
0.00118210071139 178 132 152
0.00204887962545 187 176 142
0.00321328288319 194 171 143
0.00455986546398 181 181 142
0.00585498315243 188 176 144
0.00680251991709 183 179 144
0.00715129257136 186 177 144
0.00680251991709 177 184 145
0.00585498315243 173 186 144
0.00455986546398 177 184 145
0.00321328288319 179 182 145
0.00204887962545 183 179 145
0.00118210071139 179 182 144
0.000753740691637 177 103 152
0.00130642332847 187 149 144
0.00204887962545 198 149 144
0.00290749858744 185 178 145
0.00373330208526 189 175 145
0.00433747820111 187 176 149
0.00455986546398 184 179 149
0.00433747820111 185 178 151
0.00373330208526 185 178 151
0.00290749858744 190 174 150
0.00204887962545 181 181 148
0.00130642332847 187 169 145
0.000753740691637 179 169 145
0.000434870549116 173 103 152
0.000753740691637 182 149 144
0.00118210071139 191 149 144
0.00167748075871 189 175 145
0.00215392793018 190 174 146
0.00250250722566 183 179 148
0.00263081351481 183 179 148
0.00250250722566 180 181 149
0.00215392793018 178 183 149
0.00167748075871 185 178 149
0.00118210071139 179 182 147
0.000753740691637 184 169 145
0.000434870549116 177 169 145
0.000434870549116 113 167 186
0.000753740691637 113 167 186
0.00118210071139 115 169 187
0.00167748075871 118 169 187
0.00215392793018 111 171 186
0.00250250722566 104 171 186
0.00263081351481 109 184 185
0.00250250722566 108 184 185
0.00215392793018 113 185 186
0.00167748075871 119 185 186
0.00118210071139 120 178 187
0.000753740691637 112 178 187
0.000434870549116 109 169 188
0.000753740691637 119 198 181
0.00130642332847 117 198 181
0.00204887962545 120 212 177
0.00290749858744 106 212 177
0.00373330208526 113 218 177
0.00433747820111 125 218 177
0.00455986546398 116 227 177
0.00433747820111 117 226 177
0.00373330208526 122 223 180
0.00290749858744 124 221 180
0.00204887962545 125 221 180
0.00130642332847 124 221 180
0.000753740691637 121 206 182
0.00118210071139 120 198 181
0.00204887962545 124 198 181
0.00321328288319 129 212 177
0.00455986546398 136 212 177
0.00585498315243 128 218 177
0.00680251991709 137 212 179
0.00715129257136 133 215 181
0.00680251991709 132 216 180
0.00585498315243 133 215 183
0.00455986546398 129 218 182
0.00321328288319 129 218 181
0.00204887962545 125 221 180
0.00118210071139 122 206 182
0.00167748075871 122 223 176
0.00290749858744 128 219 178
0.00455986546398 122 223 178
0.00647075710589 126 220 179
0.00830861658918 134 214 178
0.00965323526301 128 219 177
0.0101481672185 124 221 176
0.00965323526301 121 224 175
0.00830861658918 125 221 175
0.00647075710589 125 221 175
0.00455986546398 126 220 182
0.00290749858744 123 222 182
0.00167748075871 124 221 180
0.00215392793018 129 218 178
0.00373330208526 130 217 178
0.00585498315243 124 221 179
0.00830861658918 129 218 180
0.010668474878 127 219 177
0.012394999431 127 219 177
0.0130305046414 123 222 175
0.012394999431 123 222 175
0.010668474878 122 223 174
0.00830861658918 122 223 174
0.00585498315243 124 221 182
0.00373330208526 124 221 182
0.00215392793018 127 219 182
0.00250250722566 126 220 177
0.00433747820111 126 220 177
0.00680251991709 122 223 177
0.00965323526301 126 220 178
0.012394999431 120 224 174
0.0144009347775 123 222 175
0.0151392864924 123 222 175
0.0144009347775 127 219 177
0.012394999431 123 222 177
0.00965323526301 119 225 176
0.00680251991709 115 228 180
0.00433747820111 118 226 181
0.00250250722566 115 228 181
0.00263081351481 130 217 178
0.00455986546398 130 217 178
0.00715129257136 126 220 178
0.0101481672185 126 220 177
0.0130305046414 125 221 175
0.0151392864924 125 221 176
0.0159154943092 126 220 176
0.0151392864924 126 220 176
0.0130305046414 130 217 179
0.0101481672185 127 219 178
0.00715129257136 122 223 182
0.00455986546398 118 226 181
0.00263081351481 126 220 183
0.00250250722566 135 214 177
0.00433747820111 132 216 176
0.00680251991709 125 221 174
0.00965323526301 124 221 174
0.012394999431 124 221 175
0.0144009347775 125 221 175
0.0151392864924 122 223 177
0.0144009347775 119 225 176
0.012394999431 121 224 179
0.00965323526301 124 221 180
0.00680251991709 118 226 180
0.00433747820111 119 225 180
0.00250250722566 117 226 182
0.00215392793018 132 216 177
0.00373330208526 134 214 177
0.00585498315243 128 219 174
0.00830861658918 123 222 173
0.010668474878 115 228 173
0.012394999431 121 224 174
0.0130305046414 125 221 178
0.012394999431 118 226 176
0.010668474878 103 236 174
0.00830861658918 103 236 174
0.00585498315243 119 225 180
0.00373330208526 119 225 180
0.00215392793018 117 226 182
0.00167748075871 136 213 175
0.00290749858744 137 212 175
0.00455986546398 126 220 176
0.00647075710589 125 221 176
0.00830861658918 119 225 177
0.00965323526301 118 226 177
0.0101481672185 121 224 180
0.00965323526301 124 221 182
0.00830861658918 119 225 180
0.00647075710589 116 227 179
0.00455986546398 122 223 182
0.00290749858744 123 222 182
0.00167748075871 128 219 182
0.00118210071139 132 216 174
0.00204887962545 133 215 174
0.00321328288319 124 221 175
0.00455986546398 125 221 175
0.00585498315243 122 223 178
0.00680251991709 125 221 179
0.00715129257136 130 217 183
0.00680251991709 130 217 183
0.00585498315243 130 217 183
0.00455986546398 125 221 182
0.00321328288319 122 223 182
0.00204887962545 118 226 181
0.00118210071139 120 224 180
0.000753740691637 123 193 179
0.00130642332847 127 193 179
0.00204887962545 135 214 179
0.00290749858744 135 214 179
