W R G B
0.00215392793018 255 51 189
0.00250250722566 255 50 188
0.00263081351481 252 54 182
0.00250250722566 251 53 181
0.00215392793018 244 57 174
0.00167748075871 243 56 173
0.00118210071139 232 59 171
0.000753740691637 231 58 170
0.000434870549116 223 58 175
0.000434870549116 164 215 86
0.000753740691637 164 215 86
0.00118210071139 175 212 85
0.00167748075871 176 213 86
0.00215392793018 182 209 84
0.00250250722566 185 212 87
0.00263081351481 196 210 84
0.00250250722566 197 211 85
0.00215392793018 206 207 86
0.00167748075871 206 207 86
0.00118210071139 212 205 91
0.000753740691637 214 207 93
0.000434870549116 216 207 96
0.000753740691637 169 220 91
0.00130642332847 170 221 92
0.00204887962545 180 217 90
0.00290749858744 179 216 89
0.00373330208526 186 213 88
0.00433747820111 189 216 91
0.00455986546398 201 215 89
0.00433747820111 202 216 90
0.00373330208526 212 213 92
0.00290749858744 214 215 94
0.00204887962545 219 212 98
0.00130642332847 219 212 98
0.000753740691637 220 211 100
0.00118210071139 210 209 95
0.00204887962545 211 210 96
0.00321328288319 225 204 97
0.00455986546398 227 206 99
0.00585498315243 243 198 99
0.00680251991709 243 198 99
0.00715129257136 250 196 96
0.00680251991709 252 198 98
0.00585498315243 255 196 99
0.00455986546398 255 197 100
0.00321328288319 255 194 103
0.00204887962545 255 195 104
0.00118210071139 255 202 104
0.00167748075871 213 212 98
0.00290749858744 214 213 99
0.00455986546398 230 209 102
0.00647075710589 231 210 103
0.00830861658918 251 206 107
0.00965323526301 251 206 107
0.0101481672185 255 203 103
0.00965323526301 255 203 103
0.00830861658918 255 202 105
0.00647075710589 255 200 103
0.00455986546398 255 196 105
0.00290749858744 255 199 108
0.00167748075871 255 206 108
0.00215392793018 255 193 102
0.00373330208526 255 194 103
0.00585498315243 255 191 105
0.00830861658918 255 193 107
0.010668474878 255 188 109
0.012394999431 255 188 109
0.0130305046414 255 183 109
0.012394999431 255 183 109
0.010668474878 255 183 106
0.00830861658918 255 182 105
0.00585498315243 255 178 103
0.00373330208526 255 181 106
0.00215392793018 255 191 107
0.00250250722566 255 195 104
0.00433747820111 255 196 105
0.00680251991709 255 193 107
0.00965323526301 255 194 108
0.012394999431 255 187 108
0.0144009347775 255 188 109
0.0151392864924 255 183 109
0.0144009347775 255 183 109
0.012394999431 255 184 107
0.00965323526301 255 183 106
0.00680251991709 255 180 105
0.00433747820111 255 180 105
0.00250250722566 255 191 107
0.00263081351481 255 188 102
0.00455986546398 255 189 103
0.00715129257136 255 188 105
0.0101481672185 255 188 105
0.0130305046414 255 185 108
0.0151392864924 255 186 109
0.0159154943092 255 182 108
0.0151392864924 255 183 109
0.0130305046414 255 185 108
0.0101481672185 255 184 107
0.00715129257136 255 184 105
0.00455986546398 255 182 103
0.00263081351481 255 190 101
0.00250250722566 255 189 103
0.00433747820111 255 191 105
0.00680251991709 255 188 105
0.00965323526301 255 189 106
0.012394999431 255 186 109
0.0144009347775 255 186 109
0.0151392864924 255 183 109
0.0144009347775 255 183 109
0.012394999431 255 183 106
0.00965323526301 255 179 102
0.00680251991709 255 180 101
0.00433747820111 255 182 103
0.00250250722566 255 190 101
0.00215392793018 255 189 103
0.00373330208526 255 191 105
0.00585498315243 255 194 106
0.00830861658918 255 194 106
0.010668474878 255 199 108
0.012394999431 255 199 108
0.0130305046414 255 201 107
0.012394999431 255 202 108
0.010668474878 255 198 101
0.00830861658918 255 192 95
0.00585498315243 255 200 98
0.00373330208526 255 202 100
0.00215392793018 251 204 97
0.00167748075871 255 189 103
0.00290749858744 255 189 103
0.00455986546398 255 191 103
0.00647075710589 255 190 102
0.00830861658918 255 195 104
0.00965323526301 255 194 103
0.0101481672185 255 196 102
0.00965323526301 255 196 102
0.00830861658918 255 195 98
0.00647075710589 254 190 93
0.00455986546398 250 194 92
0.00290749858744 252 196 94
0.00167748075871 245 198 91
0.00118210071139 255 196 103
0.00204887962545 255 195 102
0.00321328288319 255 192 103
0.00455986546398 255 191 102
0.00585498315243 220 211 100
0.00680251991709 222 213 102
0.00715129257136 216 212 99
0.00680251991709 214 210 97
0.00585498315243 208 211 94
0.00455986546398 207 210 93
0.00321328288319 199 210 90
0.00204887962545 198 209 89
0.00118210071139 185 212 87
0.000753740691637 255 194 101
0.00130642332847 255 194 101
0.00204887962545 255 192 103
0.00290749858744 255 190 101
0.00373330208526 217 208 97
0.00433747820111 213 204 93
0.00455986546398 210 206 93
0.00433747820111 210 206 93
0.00373330208526 204 207 90
0.00290749858744 203 206 89
0.00204887962545 197 208 88
0.00130642332847 196 207 87
0.000753740691637 185 212 87
0.000434870549116 201 224 98
0.000753740691637 201 224 98
0.00118210071139 193 228 100
0.00167748075871 189 224 96
0.00215392793018 169 225 92
0.00250250722566 167 223 90
0.00263081351481 159 227 90
0.00250250722566 159 227 90
0.00215392793018 160 223 90
0.00167748075871 160 223 90
0.00118210071139 160 223 90
0.000753740691637 161 224 91
0.000434870549116 151 228 90
0.000434870549116 158 133 219
0.000753740691637 178 128 225
0.00118210071139 181 131 228
0.00167748075871 221 115 233
0.00215392793018 223 117 235
0.00250250722566 243 112 234
0.00263081351481 243 112 234
0.00250250722566 213 116 224
0.00215392793018 206 109 217
0.00167748075871 152 127 213
0.00118210071139 148 123 209
0.000753740691637 128 138 219
0.000434870549116 128 138 219
0.000753740691637 158 133 219
0.00130642332847 175 125 222
0.00204887962545 173 123 220
0.00290749858744 246 140 255
0.00373330208526 246 140 255
0.00433747820111 255 131 253
0.00455986546398 255 131 253
0.00433747820111 214 117 225
0.00373330208526 205 108 216
0.00290749858744 156 131 217
0.00204887962545 150 125 211
0.00130642332847 128 138 219
0.000753740691637 128 138 219
0.00118210071139 194 121 219
0.00204887962545 255 108 214
0.00321328288319 251 104 210
0.00455986546398 255 113 220
0.00585498315243 255 129 236
0.00680251991709 255 110 225
0.00715129257136 255 120 235
0.00680251991709 254 108 209
0.00585498315243 252 106 207
0.00455986546398 235 111 214
0.00321328288319 233 109 212
0.00204887962545 205 118 225
0.00118210071139 196 109 216
0.00167748075871 201 128 226
0.00290749858744 255 122 228
0.00455986546398 255 121 227
0.00647075710589 255 107 214
0.00830861658918 255 117 224
0.00965323526301 255 109 224
0.0101481672185 255 103 218
0.00965323526301 255 127 228
0.00830861658918 255 116 217
0.00647075710589 245 121 224
0.00455986546398 245 121 224
0.00290749858744 211 124 231
0.00167748075871 202 115 222
0.00215392793018 218 137 228
0.00373330208526 255 123 227
0.00585498315243 255 113 217
0.00830861658918 255 77 185
0.010668474878 255 87 195
0.012394999431 255 100 211
0.0130305046414 255 91 202
0.012394999431 255 105 216
0.010668474878 255 106 217
0.00830861658918 255 112 219
0.00585498315243 255 113 220
0.00373330208526 255 115 234
0.00215392793018 252 105 224
0.00250250722566 215 134 225
0.00433747820111 255 113 217
0.00680251991709 255 115 219
0.00965323526301 255 102 210
0.012394999431 255 94 202
0.0144009347775 255 83 194
0.0151392864924 255 96 207
0.0144009347775 255 98 209
0.012394999431 255 102 213
0.00965323526301 255 110 217
0.00680251991709 255 115 222
0.00433747820111 255 115 234
0.00250250722566 254 107 226
0.00263081351481 205 134 224
0.00455986546398 255 108 216
0.00715129257136 255 122 230
0.0101481672185 255 109 226
0.0130305046414 255 96 213
0.0151392864924 255 94 208
0.0159154943092 255 93 207
0.0151392864924 255 96 205
0.0130305046414 255 98 207
0.0101481672185 255 101 207
0.00715129257136 255 106 212
0.00455986546398 255 103 219
0.00263081351481 255 95 211
0.00250250722566 197 126 216
0.00433747820111 255 109 217
0.00680251991709 255 122 230
0.00965323526301 255 92 209
0.012394999431 255 88 205
0.0144009347775 255 96 210
0.0151392864924 255 76 190
0.0144009347775 255 74 183
0.012394999431 255 99 208
0.00965323526301 255 103 209
0.00680251991709 255 104 210
0.00433747820111 255 105 221
0.00250250722566 255 100 216
0.00215392793018 178 129 223
0.00373330208526 249 116 230
0.00585498315243 255 131 245
0.00830861658918 255 103 228
0.010668474878 255 104 229
0.012394999431 255 107 220
0.0130305046414 255 98 211
0.012394999431 255 90 204
0.010668474878 255 98 212
0.00830861658918 255 103 223
0.00585498315243 255 96 216
0.00373330208526 255 100 218
0.00215392793018 255 105 223
0.00167748075871 178 129 223
0.00290749858744 245 112 226
0.00455986546398 255 123 237
0.00647075710589 255 104 229
0.00830861658918 255 104 229
0.00965323526301 255 103 216
0.0101481672185 255 115 228
0.00965323526301 255 94 208
0.00830861658918 255 97 211
0.00647075710589 255 91 211
0.00455986546398 255 93 213
0.00290749858744 255 98 216
0.00167748075871 255 95 213
0.00118210071139 160 143 233
0.00204887962545 210 126 235
0.00321328288319 214 130 239
0.00455986546398 255 105 234
0.00585498315243 255 110 239
0.00680251991709 255 101 239
0.00715129257136 255 103 241
0.00680251991709 255 101 214
0.00585498315243 255 101 214
0.00455986546398 255 83 216
0.00321328288319 255 94 227
0.00204887962545 255 103 233
0.00118210071139 255 95 225
0.000753740691637 152 135 225
0.00130642332847 201 117 226
0.00204887962545 207 123 232
0.00290749858744 255 97 226
0.00373330208526 255 101 230
0.00433747820111 255 95 233
0.00455986546398 255 93 231
0.00433747820111 255 101 214
0.00373330208526 255 111 224
0.00290749858744 255 106 239
0.00204887962545 255 94 227
0.00130642332847 255 102 232
0.000753740691637 255 98 228
0.000434870549116 129 133 225
0.000753740691637 157 124 227
0.00118210071139 161 128 231
0.00167748075871 201 116 234
0.00215392793018 207 122 240
0.00250250722566 226 118 237
0.00263081351481 231 123 242
0.00250250722566 255 109 236
0.00215392793018 255 109 236
0.00167748075871 255 105 239
0.00118210071139 255 105 239
0.000753740691637 228 116 243
0.000434870549116 224 112 239
0.000434870549116 255 174 104
0.000753740691637 255 177 94
0.00118210071139 255 176 93
0.00167748075871 255 177 92
0.00215392793018 255 175 90
0.00250250722566 255 174 88
0.00263081351481 255 172 86
0.00250250722566 255 178 85
0.00215392793018 255 176 83
0.00167748075871 254 177 85
0.00118210071139 251 174 82
0.000753740691637 231 183 83
0.000434870549116 231 183 83
0.000753740691637 255 174 104
0.00130642332847 255 177 94
0.00204887962545 255 175 92
0.00290749858744 255 178 93
0.00373330208526 255 175 90
0.00433747820111 255 175 89
0.00455986546398 255 174 88
0.00433747820111 255 182 89
0.00373330208526 255 181 88
0.00290749858744 255 180 88
0.00204887962545 255 178 86
0.00130642332847 235 187 87
0.000753740691637 235 187 87
0.00118210071139 255 173 101
0.00204887962545 255 167 92
0.00321328288319 255 171 96
0.00455986546398 255 171 92
0.00585498315243 255 169 90
0.00680251991709 255 168 89
0.00715129257136 255 167 88
0.00680251991709 255 171 93
0.00585498315243 255 172 94
0.00455986546398 255 170 91
0.00321328288319 255 167 88
0.00204887962545 255 176 85
0.00118210071139 255 174 83
0.00167748075871 255 174 102
0.00290749858744 255 172 97
0.00455986546398 255 171 96
0.00647075710589 255 171 92
0.00830861658918 255 169 90
0.00965323526301 255 167 88
0.0101481672185 255 166 87
0.00965323526301 255 172 94
0.00830861658918 255 172 94
0.00647075710589 255 170 91
0.00455986546398 255 170 91
0.00290749858744 255 177 86
0.00167748075871 255 175 84
0.00215392793018 255 173 107
0.00373330208526 255 170 104
0.00585498315243 255 170 104
0.00830861658918 255 167 100
0.010668474878 255 167 100
0.012394999431 255 163 90
0.0130305046414 255 162 89
0.012394999431 255 160 101
0.010668474878 255 161 102
0.00830861658918 255 164 95
0.00585498315243 255 164 95
0.00373330208526 255 171 91
0.00215392793018 255 168 88
0.00250250722566 255 172 106
0.00433747820111 255 170 104
0.00680251991709 255 170 104
0.00965323526301 255 167 100
0.012394999431 255 167 100
0.0144009347775 255 164 91
0.0151392864924 255 163 90
0.0144009347775 255 161 102
0.012394999431 255 162 103
0.00965323526301 255 166 97
0.00680251991709 255 167 98
0.00433747820111 255 174 94
0.00250250722566 255 169 89
0.00263081351481 255 180 106
0.00455986546398 255 177 100
0.00715129257136 255 179 102
0.0101481672185 255 168 94
0.0130305046414 255 167 93
0.0151392864924 255 163 93
0.0159154943092 255 162 92
0.0151392864924 255 160 93
0.0130305046414 255 160 93
0.0101481672185 255 161 95
0.00715129257136 255 162 96
0.00455986546398 255 166 94
0.00263081351481 255 163 91
0.00250250722566 255 179 105
0.00433747820111 255 176 99
0.00680251991709 255 177 100
0.00965323526301 255 167 93
0.012394999431 255 167 93
0.0144009347775 255 163 93
0.0151392864924 255 163 93
0.0144009347775 255 160 93
0.012394999431 255 160 93
0.00965323526301 255 161 95
0.00680251991709 255 162 96
0.00433747820111 255 166 94
0.00250250722566 255 164 92
0.00215392793018 255 183 111
0.00373330208526 255 178 104
0.00585498315243 255 179 105
0.00830861658918 255 166 97
0.010668474878 255 165 96
0.012394999431 255 158 96
0.0130305046414 255 159 97
0.012394999431 255 163 95
0.010668474878 255 163 95
0.00830861658918 255 165 95
0.00585498315243 255 165 95
0.00373330208526 255 168 94
0.00215392793018 255 166 92
0.00167748075871 255 182 110
0.00290749858744 255 178 104
0.00455986546398 255 179 105
0.00647075710589 255 166 97
0.00830861658918 255 165 96
0.00965323526301 255 158 96
0.0101481672185 255 159 97
0.00965323526301 255 163 95
0.00830861658918 255 163 95
0.00647075710589 255 165 95
0.00455986546398 255 165 95
0.00290749858744 255 168 94
0.00167748075871 255 166 92
0.00118210071139 237 190 117
0.00204887962545 254 186 113
0.00321328288319 255 187 114
0.00455986546398 255 175 105
0.00585498315243 255 174 104
0.00680251991709 255 168 100
0.00715129257136 255 168 100
0.00680251991709 255 168 98
0.00585498315243 255 169 99
0.00455986546398 255 169 97
0.00321328288319 255 169 97
0.00204887962545 255 168 93
0.00118210071139 255 168 93
0.000753740691637 237 190 117
0.00130642332847 253 185 112
0.00204887962545 253 185 112
0.00290749858744 255 174 104
0.00373330208526 255 174 104
0.00433747820111 255 167 99
0.00455986546398 255 168 100
0.00433747820111 255 168 98
0.00373330208526 255 168 98
0.00290749858744 255 168 96
0.00204887962545 255 168 96
0.00130642332847 255 168 93
0.000753740691637 255 168 93
0.000434870549116 230 193 144
0.000753740691637 238 189 128
0.00118210071139 237 188 127
0.00167748075871 255 183 115
0.00215392793018 255 183 115
0.00250250722566 255 179 106
0.00263081351481 255 180 107
0.00250250722566 255 169 101
0.00215392793018 255 169 101
0.00167748075871 255 168 96
0.00118210071139 255 168 96
0.000753740691637 255 167 94
0.000434870549116 255 167 94
0.000434870549116 154 75 225
0.000753740691637 157 78 228
0.00118210071139 166 76 223
0.00167748075871 167 77 224
0.00215392793018 185 82 228
0.00250250722566 190 87 233
0.00263081351481 181 80 226
0.00250250722566 170 69 215
0.00215392793018 158 61 210
0.00167748075871 173 76 225
0.00118210071139 166 74 221
0.000753740691637 164 72 219
0.000434870549116 135 84 211
0.000753740691637 212 51 217
0.00130642332847 214 53 219
0.00204887962545 244 50 220
0.00290749858744 252 58 228
0.00373330208526 255 55 212
0.00433747820111 255 57 214
0.00455986546398 249 52 212
0.00433747820111 245 48 208
0.00373330208526 226 49 212
0.00290749858744 231 54 217
0.00204887962545 219 59 218
0.00130642332847 214 54 213
0.000753740691637 178 63 209
0.00118210071139 214 53 219
0.00204887962545 228 67 233
0.00321328288319 249 55 225
0.00455986546398 251 57 227
0.00585498315243 255 61 218
0.00680251991709 255 57 214
0.00715129257136 252 55 215
0.00680251991709 255 64 224
0.00585498315243 246 69 232
0.00455986546398 245 68 231
0.00321328288319 227 67 226
0.00204887962545 217 57 216
0.00118210071139 176 61 207
0.00167748075871 247 28 200
0.00290749858744 255 61 233
0.00455986546398 255 59 236
0.00647075710589 255 43 220
0.00830861658918 255 43 214
0.00965323526301 255 35 206
0.0101481672185 255 26 201
0.00965323526301 255 37 212
0.00830861658918 255 49 229
0.00647075710589 255 44 224
0.00455986546398 255 50 230
0.00290749858744 255 37 217
0.00167748075871 214 57 210
0.00215392793018 253 34 206
0.00373330208526 255 65 237
0.00585498315243 255 73 250
0.00830861658918 255 37 214
0.010668474878 255 55 226
0.012394999431 255 46 217
0.0130305046414 255 32 207
0.012394999431 255 37 212
0.010668474878 255 42 222
0.00830861658918 255 40 220
0.00585498315243 255 60 240
0.00373330208526 255 50 230
0.00215392793018 220 63 216
0.00250250722566 255 30 200
0.00433747820111 255 51 221
0.00680251991709 255 68 237
0.00965323526301 255 42 211
0.012394999431 255 13 170
0.0144009347775 255 47 204
0.0151392864924 255 57 221
0.0144009347775 255 34 198
0.012394999431 255 34 207
0.00965323526301 255 16 189
0.00680251991709 255 41 217
0.00433747820111 255 60 236
0.00250250722566 255 53 225
0.00263081351481 255 51 221
0.00455986546398 255 54 224
0.00715129257136 255 45 214
0.0101481672185 255 55 224
0.0130305046414 255 62 219
0.0151392864924 255 31 188
0.0159154943092 255 42 206
0.0151392864924 255 35 199
0.0130305046414 255 31 204
0.0101481672185 255 6 179
0.00715129257136 255 44 220
0.00455986546398 255 60 236
0.00263081351481 255 53 225
0.00250250722566 255 63 235
0.00433747820111 255 44 216
0.00680251991709 255 30 200
0.00965323526301 255 47 217
0.012394999431 255 63 208
0.0144009347775 255 72 217
0.0151392864924 255 34 187
0.0144009347775 255 38 191
0.012394999431 255 33 196
0.00965323526301 255 33 196
0.00680251991709 255 39 211
0.00433747820111 255 44 216
0.00250250722566 255 38 224
0.00215392793018 255 69 241
0.00373330208526 255 44 216
0.00585498315243 255 38 208
0.00830861658918 255 46 216
0.010668474878 255 45 190
0.012394999431 255 45 190
0.0130305046414 255 52 205
0.012394999431 255 54 207
0.010668474878 255 54 217
0.00830861658918 255 66 229
0.00585498315243 255 29 201
0.00373330208526 255 49 221
0.00215392793018 255 37 223
0.00167748075871 255 54 227
0.00290749858744 255 58 231
0.00455986546398 255 44 225
0.00647075710589 255 48 229
0.00830861658918 255 28 198
0.00965323526301 255 22 192
0.0101481672185 255 22 193
0.00965323526301 255 34 205
0.00830861658918 255 47 223
0.00647075710589 255 56 232
0.00455986546398 255 51 229
0.00290749858744 255 38 216
0.00167748075871 255 47 226
0.00118210071139 255 48 221
0.00204887962545 255 58 231
0.00321328288319 255 44 225
0.00455986546398 255 40 221
0.00585498315243 255 37 207
0.00680251991709 255 25 195
0.00715129257136 255 0 163
0.00680251991709 255 40 211
0.00585498315243 255 53 229
0.00455986546398 255 34 210
0.00321328288319 255 39 217
0.00204887962545 255 36 214
0.00118210071139 255 42 221
0.000753740691637 206 65 224
0.00130642332847 214 73 232
0.00204887962545 255 57 230
0.00290749858744 255 57 230
0.00373330208526 255 50 220
0.00433747820111 255 70 240
0.00455986546398 255 61 229
0.00433747820111 255 36 204
0.00373330208526 255 44 214
0.00290749858744 255 44 214
0.00204887962545 255 58 229
0.00130642332847 255 61 232
0.000753740691637 243 54 221
0.000434870549116 199 58 217
0.000753740691637 203 62 221
